type,response_particle,correct_particle,particle_accuracy,mean_accuracy,short,critical,exp
reverse_plus,vash,vash,1,1,NA,0,Condition 1d
agree_minus,mi,midof,1,1,1,1,Condition 1d
agree_plus,vash,vash,1,1,NA,0,Condition 1d
reverse_minus,mi,mi,1,1,1,1,Condition 1d
reverse_minus,midof,mi,1,1,0,1,Condition 1d
reverse_minus,mi,mi,1,1,1,1,Condition 1d
agree_minus,midof,midof,1,1,0,1,Condition 1d
agree_minus,mi,midof,1,1,1,1,Condition 1d
agree_minus,midof,midof,1,1,0,1,Condition 1d
reverse_minus,mi,mi,1,1,1,1,Condition 1d
agree_minus,midof,midof,1,1,0,1,Condition 1d
reverse_minus,mi,mi,1,1,1,1,Condition 1d
agree_minus,mi,midof,1,1,1,1,Condition 1d
reverse_minus,mi,mi,1,1,1,1,Condition 1d
reverse_plus,vash,vash,1,1,NA,0,Condition 1d
agree_minus,midof,midof,1,1,0,1,Condition 1d
agree_plus,vash,vash,1,1,NA,0,Condition 1d
reverse_plus,vash,vash,1,1,NA,0,Condition 1d
agree_plus,vash,vash,1,1,NA,0,Condition 1d
reverse_minus,midof,mi,1,1,0,1,Condition 1d
agree_plus,vash,vash,1,1,NA,0,Condition 1d
reverse_minus,mi,mi,1,1,1,1,Condition 1d
agree_minus,midof,midof,1,1,0,1,Condition 1d
reverse_minus,mi,mi,1,1,1,1,Condition 1d
reverse_minus,mi,mi,1,1,1,1,Condition 1d
agree_minus,mi,midof,1,1,1,1,Condition 1d
reverse_minus,mi,mi,1,1,1,1,Condition 1d
reverse_minus,mi,mi,1,1,1,1,Condition 1d
reverse_plus,vash,vash,1,1,NA,0,Condition 1d
agree_minus,mi,midof,1,1,1,1,Condition 1d
agree_minus,mi,midof,1,1,1,1,Condition 1d
agree_minus,mi,midof,1,1,1,1,Condition 1d
reverse_plus,vash,vash,1,1,NA,0,Condition 1d
agree_minus,mi,midof,1,1,1,1,Condition 1d
reverse_minus,mi,mi,1,1,1,1,Condition 1d
reverse_minus,mi,mi,1,1,1,1,Condition 1d
reverse_minus,mi,mi,1,1,1,1,Condition 1d
agree_minus,mi,midof,1,1,1,1,Condition 1d
reverse_plus,vash,vash,1,1,NA,0,Condition 1d
agree_plus,vash,vash,1,1,NA,0,Condition 1d
agree_plus,vash,vash,1,1,NA,0,Condition 1d
agree_plus,vash,vash,1,1,NA,0,Condition 1d
agree_minus,mi,midof,1,1,1,1,Condition 1d
agree_plus,vash,vash,1,1,NA,0,Condition 1d
reverse_plus,vash,vash,1,1,NA,0,Condition 1d
reverse_minus,mi,mi,1,1,1,1,Condition 1d
agree_minus,mi,midof,1,1,1,1,Condition 1d
agree_minus,mi,midof,1,1,1,1,Condition 1d
agree_minus,mi,midof,1,1,1,1,Condition 1d
reverse_minus,midof,mi,1,1,0,1,Condition 1d
reverse_plus,vash,vash,1,1,NA,0,Condition 1d
reverse_minus,midof,mi,1,1,0,1,Condition 1d
agree_plus,vash,vash,1,1,NA,0,Condition 1d
reverse_minus,midof,mi,1,1,0,1,Condition 1d
reverse_minus,midof,mi,1,1,0,1,Condition 1d
reverse_plus,vash,vash,1,1,NA,0,Condition 1d
reverse_plus,vash,vash,1,1,NA,0,Condition 1d
agree_minus,mi,midof,1,1,1,1,Condition 1d
agree_minus,mi,midof,1,1,1,1,Condition 1d
agree_minus,mi,midof,1,1,1,1,Condition 1d
reverse_minus,midof,mi,1,1,0,1,Condition 1d
reverse_minus,midof,mi,1,1,0,1,Condition 1d
agree_plus,vash,vash,1,1,NA,0,Condition 1d
agree_minus,mi,midof,1,1,1,1,Condition 1d
agree_plus,vash,vash,1,1,NA,0,Condition 1d
agree_minus,mi,midof,1,1,1,1,Condition 1d
reverse_minus,midof,mi,1,1,0,1,Condition 1d
agree_minus,mi,midof,1,1,1,1,Condition 1d
reverse_plus,vash,vash,1,1,NA,0,Condition 1d
agree_plus,vash,vash,1,1,NA,0,Condition 1d
reverse_minus,mi,mi,1,1,1,1,Condition 1d
reverse_minus,midof,mi,1,0.833333333333333,0,1,Condition 1d
reverse_minus,midof,mi,1,0.833333333333333,0,1,Condition 1d
agree_minus,mi,midof,1,0.833333333333333,1,1,Condition 1d
reverse_minus,mi,mi,1,0.833333333333333,1,1,Condition 1d
agree_minus,mi,midof,1,0.833333333333333,1,1,Condition 1d
agree_minus,mi,midof,1,0.833333333333333,1,1,Condition 1d
agree_minus,mi,midof,1,0.833333333333333,1,1,Condition 1d
agree_minus,mi,midof,1,0.833333333333333,1,1,Condition 1d
agree_minus,midof,midof,1,0.833333333333333,0,1,Condition 1d
reverse_minus,mi,mi,1,0.833333333333333,1,1,Condition 1d
reverse_minus,midof,mi,1,0.833333333333333,0,1,Condition 1d
reverse_minus,midof,mi,1,0.833333333333333,0,1,Condition 1d
reverse_minus,midof,mi,1,0.833333333333333,0,1,Condition 1d
agree_plus,vash,vash,1,0.833333333333333,NA,0,Condition 1d
agree_plus,vash,vash,1,0.833333333333333,NA,0,Condition 1d
reverse_plus,midof,vash,0,0.833333333333333,NA,0,Condition 1d
reverse_plus,midof,vash,0,0.833333333333333,NA,0,Condition 1d
agree_minus,mi,midof,1,0.833333333333333,1,1,Condition 1d
reverse_plus,midof,vash,0,0.833333333333333,NA,0,Condition 1d
agree_minus,mi,midof,1,0.833333333333333,1,1,Condition 1d
reverse_minus,midof,mi,1,0.833333333333333,0,1,Condition 1d
agree_plus,vash,vash,1,0.833333333333333,NA,0,Condition 1d
reverse_plus,midof,vash,0,0.833333333333333,NA,0,Condition 1d
agree_plus,vash,vash,1,0.833333333333333,NA,0,Condition 1d
reverse_minus,mi,mi,1,1,1,1,Condition 1d
reverse_plus,vash,vash,1,1,NA,0,Condition 1d
agree_plus,vash,vash,1,1,NA,0,Condition 1d
reverse_minus,midof,mi,1,1,0,1,Condition 1d
reverse_minus,mi,mi,1,1,1,1,Condition 1d
reverse_plus,vash,vash,1,1,NA,0,Condition 1d
reverse_minus,mi,mi,1,1,1,1,Condition 1d
agree_minus,midof,midof,1,1,0,1,Condition 1d
reverse_minus,mi,mi,1,1,1,1,Condition 1d
agree_minus,midof,midof,1,1,0,1,Condition 1d
agree_minus,midof,midof,1,1,0,1,Condition 1d
reverse_minus,mi,mi,1,1,1,1,Condition 1d
agree_minus,midof,midof,1,1,0,1,Condition 1d
reverse_minus,mi,mi,1,1,1,1,Condition 1d
agree_plus,vash,vash,1,1,NA,0,Condition 1d
agree_plus,vash,vash,1,1,NA,0,Condition 1d
agree_minus,midof,midof,1,1,0,1,Condition 1d
agree_minus,midof,midof,1,1,0,1,Condition 1d
agree_minus,midof,midof,1,1,0,1,Condition 1d
agree_plus,vash,vash,1,1,NA,0,Condition 1d
reverse_plus,vash,vash,1,1,NA,0,Condition 1d
reverse_plus,vash,vash,1,1,NA,0,Condition 1d
agree_minus,midof,midof,1,1,0,1,Condition 1d
reverse_minus,mi,mi,1,1,1,1,Condition 1d
reverse_minus,mi,mi,1,1,1,1,Condition 1d
agree_plus,vash,vash,1,1,NA,0,Condition 1d
reverse_minus,mi,mi,1,1,1,1,Condition 1d
reverse_minus,mi,mi,1,1,1,1,Condition 1d
agree_minus,midof,midof,1,1,0,1,Condition 1d
reverse_plus,vash,vash,1,1,NA,0,Condition 1d
agree_plus,vash,vash,1,1,NA,0,Condition 1d
agree_plus,vash,vash,1,1,NA,0,Condition 1d
agree_minus,midof,midof,1,1,0,1,Condition 1d
agree_minus,midof,midof,1,1,0,1,Condition 1d
reverse_plus,vash,vash,1,1,NA,0,Condition 1d
reverse_minus,mi,mi,1,1,1,1,Condition 1d
agree_minus,midof,midof,1,1,0,1,Condition 1d
reverse_plus,vash,vash,1,1,NA,0,Condition 1d
agree_minus,midof,midof,1,1,0,1,Condition 1d
reverse_minus,mi,mi,1,1,1,1,Condition 1d
reverse_minus,mi,mi,1,1,1,1,Condition 1d
reverse_plus,vash,vash,1,1,NA,0,Condition 1d
reverse_minus,midof,mi,1,1,0,1,Condition 1d
agree_minus,midof,midof,1,1,0,1,Condition 1d
reverse_minus,mi,mi,1,1,1,1,Condition 1d
agree_minus,midof,midof,1,1,0,1,Condition 1d
agree_plus,vash,vash,1,1,NA,0,Condition 1d
agree_minus,midof,midof,1,1,0,1,Condition 1d
reverse_minus,midof,mi,1,0.916666666666667,0,1,Condition 1d
agree_plus,vash,vash,1,0.916666666666667,NA,0,Condition 1d
reverse_minus,mi,mi,1,0.916666666666667,1,1,Condition 1d
reverse_minus,midof,mi,1,0.916666666666667,0,1,Condition 1d
reverse_plus,vash,vash,1,0.916666666666667,NA,0,Condition 1d
reverse_minus,midof,mi,1,0.916666666666667,0,1,Condition 1d
reverse_minus,mi,mi,1,0.916666666666667,1,1,Condition 1d
reverse_plus,mi,vash,0,0.916666666666667,NA,0,Condition 1d
agree_minus,midof,midof,1,0.916666666666667,0,1,Condition 1d
reverse_minus,mi,mi,1,0.916666666666667,1,1,Condition 1d
agree_minus,vash,midof,0,0.916666666666667,NA,1,Condition 1d
agree_plus,vash,vash,1,0.916666666666667,NA,0,Condition 1d
agree_minus,midof,midof,1,0.916666666666667,0,1,Condition 1d
reverse_plus,vash,vash,1,0.916666666666667,NA,0,Condition 1d
agree_minus,midof,midof,1,0.916666666666667,0,1,Condition 1d
agree_minus,midof,midof,1,0.916666666666667,0,1,Condition 1d
agree_minus,mi,midof,1,0.916666666666667,1,1,Condition 1d
reverse_minus,midof,mi,1,0.916666666666667,0,1,Condition 1d
agree_plus,vash,vash,1,0.916666666666667,NA,0,Condition 1d
agree_plus,vash,vash,1,0.916666666666667,NA,0,Condition 1d
agree_minus,midof,midof,1,0.916666666666667,0,1,Condition 1d
reverse_minus,mi,mi,1,0.916666666666667,1,1,Condition 1d
reverse_plus,vash,vash,1,0.916666666666667,NA,0,Condition 1d
agree_minus,mi,midof,1,0.916666666666667,1,1,Condition 1d
agree_minus,mi,midof,1,1,1,1,Condition 1d
reverse_minus,midof,mi,1,1,0,1,Condition 1d
agree_minus,mi,midof,1,1,1,1,Condition 1d
agree_plus,vash,vash,1,1,NA,0,Condition 1d
agree_minus,mi,midof,1,1,1,1,Condition 1d
reverse_minus,midof,mi,1,1,0,1,Condition 1d
agree_minus,mi,midof,1,1,1,1,Condition 1d
reverse_minus,mi,mi,1,1,1,1,Condition 1d
reverse_minus,mi,mi,1,1,1,1,Condition 1d
reverse_plus,vash,vash,1,1,NA,0,Condition 1d
reverse_minus,mi,mi,1,1,1,1,Condition 1d
reverse_minus,mi,mi,1,1,1,1,Condition 1d
agree_minus,midof,midof,1,1,0,1,Condition 1d
reverse_plus,vash,vash,1,1,NA,0,Condition 1d
reverse_minus,mi,mi,1,1,1,1,Condition 1d
agree_minus,midof,midof,1,1,0,1,Condition 1d
reverse_minus,mi,mi,1,1,1,1,Condition 1d
reverse_plus,vash,vash,1,1,NA,0,Condition 1d
agree_plus,vash,vash,1,1,NA,0,Condition 1d
reverse_plus,vash,vash,1,1,NA,0,Condition 1d
agree_plus,vash,vash,1,1,NA,0,Condition 1d
agree_minus,midof,midof,1,1,0,1,Condition 1d
agree_minus,midof,midof,1,1,0,1,Condition 1d
agree_plus,vash,vash,1,1,NA,0,Condition 1d
reverse_plus,midof,vash,0,0.833333333333333,NA,0,Condition 1d_replication
reverse_minus,mi,mi,1,0.833333333333333,1,1,Condition 1d_replication
reverse_minus,mi,mi,1,0.833333333333333,1,1,Condition 1d_replication
agree_plus,vash,vash,1,0.833333333333333,NA,0,Condition 1d_replication
agree_minus,midof,midof,1,0.833333333333333,0,1,Condition 1d_replication
reverse_minus,midof,mi,1,0.833333333333333,0,1,Condition 1d_replication
reverse_plus,mi,vash,0,0.833333333333333,NA,0,Condition 1d_replication
agree_minus,midof,midof,1,0.833333333333333,0,1,Condition 1d_replication
agree_plus,vash,vash,1,0.833333333333333,NA,0,Condition 1d_replication
reverse_minus,mi,mi,1,0.833333333333333,1,1,Condition 1d_replication
reverse_minus,mi,mi,1,0.833333333333333,1,1,Condition 1d_replication
agree_plus,vash,vash,1,0.833333333333333,NA,0,Condition 1d_replication
reverse_minus,mi,mi,1,0.833333333333333,1,1,Condition 1d_replication
agree_minus,midof,midof,1,0.833333333333333,0,1,Condition 1d_replication
agree_minus,midof,midof,1,0.833333333333333,0,1,Condition 1d_replication
reverse_minus,midof,mi,1,0.833333333333333,0,1,Condition 1d_replication
agree_plus,vash,vash,1,0.833333333333333,NA,0,Condition 1d_replication
reverse_plus,midof,vash,0,0.833333333333333,NA,0,Condition 1d_replication
agree_minus,mi,midof,1,0.833333333333333,1,1,Condition 1d_replication
agree_minus,mi,midof,1,0.833333333333333,1,1,Condition 1d_replication
reverse_minus,midof,mi,1,0.833333333333333,0,1,Condition 1d_replication
agree_minus,midof,midof,1,0.833333333333333,0,1,Condition 1d_replication
reverse_plus,mi,vash,0,0.833333333333333,NA,0,Condition 1d_replication
agree_minus,midof,midof,1,0.833333333333333,0,1,Condition 1d_replication
reverse_plus,vash,vash,1,0.958333333333333,NA,0,Condition 1d_replication
agree_plus,vash,vash,1,0.958333333333333,NA,0,Condition 1d_replication
agree_plus,vash,vash,1,0.958333333333333,NA,0,Condition 1d_replication
agree_minus,mi,midof,1,0.958333333333333,1,1,Condition 1d_replication
reverse_minus,midof,mi,1,0.958333333333333,0,1,Condition 1d_replication
agree_minus,mi,midof,1,0.958333333333333,1,1,Condition 1d_replication
agree_minus,mi,midof,1,0.958333333333333,1,1,Condition 1d_replication
reverse_minus,midof,mi,1,0.958333333333333,0,1,Condition 1d_replication
reverse_minus,midof,mi,1,0.958333333333333,0,1,Condition 1d_replication
reverse_minus,midof,mi,1,0.958333333333333,0,1,Condition 1d_replication
agree_minus,mi,midof,1,0.958333333333333,1,1,Condition 1d_replication
reverse_minus,mi,mi,1,0.958333333333333,1,1,Condition 1d_replication
agree_minus,mi,midof,1,0.958333333333333,1,1,Condition 1d_replication
agree_minus,midof,midof,1,0.958333333333333,0,1,Condition 1d_replication
reverse_plus,vash,vash,1,0.958333333333333,NA,0,Condition 1d_replication
agree_plus,vash,vash,1,0.958333333333333,NA,0,Condition 1d_replication
reverse_minus,mi,mi,1,0.958333333333333,1,1,Condition 1d_replication
reverse_plus,mi,vash,0,0.958333333333333,NA,0,Condition 1d_replication
agree_minus,midof,midof,1,0.958333333333333,0,1,Condition 1d_replication
reverse_minus,mi,mi,1,0.958333333333333,1,1,Condition 1d_replication
reverse_minus,mi,mi,1,0.958333333333333,1,1,Condition 1d_replication
agree_plus,vash,vash,1,0.958333333333333,NA,0,Condition 1d_replication
reverse_plus,vash,vash,1,0.958333333333333,NA,0,Condition 1d_replication
agree_minus,midof,midof,1,0.958333333333333,0,1,Condition 1d_replication
reverse_plus,vash,vash,1,0.958333333333333,NA,0,Condition 1d_replication
reverse_minus,mi,mi,1,0.958333333333333,1,1,Condition 1d_replication
reverse_plus,vash,vash,1,0.958333333333333,NA,0,Condition 1d_replication
agree_plus,vash,vash,1,0.958333333333333,NA,0,Condition 1d_replication
agree_minus,midof,midof,1,0.958333333333333,0,1,Condition 1d_replication
agree_minus,mi,midof,1,0.958333333333333,1,1,Condition 1d_replication
agree_minus,mi,midof,1,0.958333333333333,1,1,Condition 1d_replication
agree_plus,vash,vash,1,0.958333333333333,NA,0,Condition 1d_replication
reverse_plus,vash,vash,1,0.958333333333333,NA,0,Condition 1d_replication
reverse_minus,mi,mi,1,0.958333333333333,1,1,Condition 1d_replication
reverse_minus,mi,mi,1,0.958333333333333,1,1,Condition 1d_replication
agree_plus,typo,vash,0,0.958333333333333,NA,0,Condition 1d_replication
agree_minus,midof,midof,1,0.958333333333333,0,1,Condition 1d_replication
reverse_plus,vash,vash,1,0.958333333333333,NA,0,Condition 1d_replication
reverse_minus,mi,mi,1,0.958333333333333,1,1,Condition 1d_replication
agree_minus,midof,midof,1,0.958333333333333,0,1,Condition 1d_replication
reverse_minus,mi,mi,1,0.958333333333333,1,1,Condition 1d_replication
agree_minus,midof,midof,1,0.958333333333333,0,1,Condition 1d_replication
reverse_minus,mi,mi,1,0.958333333333333,1,1,Condition 1d_replication
agree_minus,midof,midof,1,0.958333333333333,0,1,Condition 1d_replication
reverse_minus,mi,mi,1,0.958333333333333,1,1,Condition 1d_replication
reverse_minus,mi,mi,1,0.958333333333333,1,1,Condition 1d_replication
agree_plus,vash,vash,1,0.958333333333333,NA,0,Condition 1d_replication
agree_minus,midof,midof,1,0.958333333333333,0,1,Condition 1d_replication
agree_minus,mi,midof,1,0.833333333333333,1,1,Condition 1d_replication
agree_minus,mi,midof,1,0.833333333333333,1,1,Condition 1d_replication
agree_plus,vash,vash,1,0.833333333333333,NA,0,Condition 1d_replication
reverse_plus,midof,vash,0,0.833333333333333,NA,0,Condition 1d_replication
reverse_plus,midof,vash,0,0.833333333333333,NA,0,Condition 1d_replication
agree_plus,vash,vash,1,0.833333333333333,NA,0,Condition 1d_replication
agree_minus,midof,midof,1,0.833333333333333,0,1,Condition 1d_replication
reverse_plus,mi,vash,0,0.833333333333333,NA,0,Condition 1d_replication
agree_minus,mi,midof,1,0.833333333333333,1,1,Condition 1d_replication
reverse_minus,midof,mi,1,0.833333333333333,0,1,Condition 1d_replication
agree_minus,mi,midof,1,0.833333333333333,1,1,Condition 1d_replication
reverse_minus,midof,mi,1,0.833333333333333,0,1,Condition 1d_replication
reverse_minus,midof,mi,1,0.833333333333333,0,1,Condition 1d_replication
agree_minus,mi,midof,1,0.833333333333333,1,1,Condition 1d_replication
agree_plus,vash,vash,1,0.833333333333333,NA,0,Condition 1d_replication
agree_minus,mi,midof,1,0.833333333333333,1,1,Condition 1d_replication
reverse_minus,midof,mi,1,0.833333333333333,0,1,Condition 1d_replication
agree_plus,vash,vash,1,0.833333333333333,NA,0,Condition 1d_replication
reverse_minus,midof,mi,1,0.833333333333333,0,1,Condition 1d_replication
agree_minus,mi,midof,1,0.833333333333333,1,1,Condition 1d_replication
reverse_minus,midof,mi,1,0.833333333333333,0,1,Condition 1d_replication
reverse_minus,midof,mi,1,0.833333333333333,0,1,Condition 1d_replication
reverse_minus,midof,mi,1,0.833333333333333,0,1,Condition 1d_replication
reverse_plus,mi,vash,0,0.833333333333333,NA,0,Condition 1d_replication
agree_minus,mi,midof,1,1,1,1,Condition 1d_replication
agree_minus,mi,midof,1,1,1,1,Condition 1d_replication
reverse_plus,vash,vash,1,1,NA,0,Condition 1d_replication
reverse_minus,midof,mi,1,1,0,1,Condition 1d_replication
agree_plus,vash,vash,1,1,NA,0,Condition 1d_replication
reverse_minus,mi,mi,1,1,1,1,Condition 1d_replication
agree_plus,vash,vash,1,1,NA,0,Condition 1d_replication
reverse_plus,vash,vash,1,1,NA,0,Condition 1d_replication
agree_minus,mi,midof,1,1,1,1,Condition 1d_replication
agree_minus,mi,midof,1,1,1,1,Condition 1d_replication
agree_minus,mi,midof,1,1,1,1,Condition 1d_replication
agree_plus,vash,vash,1,1,NA,0,Condition 1d_replication
reverse_minus,mi,mi,1,1,1,1,Condition 1d_replication
reverse_minus,mi,mi,1,1,1,1,Condition 1d_replication
agree_plus,vash,vash,1,1,NA,0,Condition 1d_replication
agree_minus,mi,midof,1,1,1,1,Condition 1d_replication
agree_minus,mi,midof,1,1,1,1,Condition 1d_replication
reverse_minus,mi,mi,1,1,1,1,Condition 1d_replication
reverse_minus,mi,mi,1,1,1,1,Condition 1d_replication
reverse_minus,mi,mi,1,1,1,1,Condition 1d_replication
reverse_minus,mi,mi,1,1,1,1,Condition 1d_replication
reverse_plus,vash,vash,1,1,NA,0,Condition 1d_replication
reverse_plus,vash,vash,1,1,NA,0,Condition 1d_replication
agree_minus,mi,midof,1,1,1,1,Condition 1d_replication
reverse_minus,midof,mi,1,1,0,1,Condition 1d_replication
reverse_minus,midof,mi,1,1,0,1,Condition 1d_replication
reverse_minus,midof,mi,1,1,0,1,Condition 1d_replication
reverse_minus,midof,mi,1,1,0,1,Condition 1d_replication
agree_minus,mi,midof,1,1,1,1,Condition 1d_replication
agree_minus,mi,midof,1,1,1,1,Condition 1d_replication
reverse_minus,midof,mi,1,1,0,1,Condition 1d_replication
reverse_minus,midof,mi,1,1,0,1,Condition 1d_replication
agree_minus,mi,midof,1,1,1,1,Condition 1d_replication
reverse_minus,midof,mi,1,1,0,1,Condition 1d_replication
agree_minus,mi,midof,1,1,1,1,Condition 1d_replication
reverse_plus,vash,vash,1,1,NA,0,Condition 1d_replication
agree_plus,vash,vash,1,1,NA,0,Condition 1d_replication
agree_plus,vash,vash,1,1,NA,0,Condition 1d_replication
agree_minus,mi,midof,1,1,1,1,Condition 1d_replication
agree_plus,vash,vash,1,1,NA,0,Condition 1d_replication
agree_minus,mi,midof,1,1,1,1,Condition 1d_replication
reverse_plus,vash,vash,1,1,NA,0,Condition 1d_replication
reverse_minus,midof,mi,1,1,0,1,Condition 1d_replication
reverse_plus,vash,vash,1,1,NA,0,Condition 1d_replication
agree_minus,mi,midof,1,1,1,1,Condition 1d_replication
agree_plus,vash,vash,1,1,NA,0,Condition 1d_replication
reverse_plus,vash,vash,1,1,NA,0,Condition 1d_replication
agree_minus,mi,midof,1,1,1,1,Condition 1d_replication
reverse_minus,midof,mi,1,0.958333333333333,0,1,Condition 1d_replication
agree_plus,vash,vash,1,0.958333333333333,NA,0,Condition 1d_replication
agree_minus,mi,midof,1,0.958333333333333,1,1,Condition 1d_replication
reverse_minus,midof,mi,1,0.958333333333333,0,1,Condition 1d_replication
reverse_minus,midof,mi,1,0.958333333333333,0,1,Condition 1d_replication
agree_minus,mi,midof,1,0.958333333333333,1,1,Condition 1d_replication
agree_minus,mi,midof,1,0.958333333333333,1,1,Condition 1d_replication
reverse_minus,midof,mi,1,0.958333333333333,0,1,Condition 1d_replication
reverse_plus,vash,vash,1,0.958333333333333,NA,0,Condition 1d_replication
reverse_plus,mi,vash,0,0.958333333333333,NA,0,Condition 1d_replication
agree_plus,vash,vash,1,0.958333333333333,NA,0,Condition 1d_replication
agree_plus,vash,vash,1,0.958333333333333,NA,0,Condition 1d_replication
agree_minus,mi,midof,1,0.958333333333333,1,1,Condition 1d_replication
agree_minus,mi,midof,1,0.958333333333333,1,1,Condition 1d_replication
agree_minus,mi,midof,1,0.958333333333333,1,1,Condition 1d_replication
agree_plus,vash,vash,1,0.958333333333333,NA,0,Condition 1d_replication
agree_minus,mi,midof,1,0.958333333333333,1,1,Condition 1d_replication
reverse_minus,midof,mi,1,0.958333333333333,0,1,Condition 1d_replication
reverse_minus,midof,mi,1,0.958333333333333,0,1,Condition 1d_replication
reverse_plus,vash,vash,1,0.958333333333333,NA,0,Condition 1d_replication
reverse_plus,vash,vash,1,0.958333333333333,NA,0,Condition 1d_replication
agree_minus,mi,midof,1,0.958333333333333,1,1,Condition 1d_replication
reverse_minus,midof,mi,1,0.958333333333333,0,1,Condition 1d_replication
reverse_minus,midof,mi,1,0.958333333333333,0,1,Condition 1d_replication
reverse_minus,mi,mi,1,0.875,1,1,Condition 1d_replication
reverse_plus,vash,vash,1,0.875,NA,0,Condition 1d_replication
reverse_minus,mi,mi,1,0.875,1,1,Condition 1d_replication
agree_plus,midof,vash,0,0.875,NA,0,Condition 1d_replication
reverse_plus,vash,vash,1,0.875,NA,0,Condition 1d_replication
reverse_minus,mi,mi,1,0.875,1,1,Condition 1d_replication
reverse_minus,mi,mi,1,0.875,1,1,Condition 1d_replication
agree_plus,midof,vash,0,0.875,NA,0,Condition 1d_replication
agree_plus,midof,vash,0,0.875,NA,0,Condition 1d_replication
agree_minus,midof,midof,1,0.875,0,1,Condition 1d_replication
agree_minus,midof,midof,1,0.875,0,1,Condition 1d_replication
agree_minus,midof,midof,1,0.875,0,1,Condition 1d_replication
reverse_plus,vash,vash,1,0.875,NA,0,Condition 1d_replication
agree_minus,midof,midof,1,0.875,0,1,Condition 1d_replication
agree_minus,midof,midof,1,0.875,0,1,Condition 1d_replication
reverse_minus,mi,mi,1,0.875,1,1,Condition 1d_replication
agree_plus,vash,vash,1,0.875,NA,0,Condition 1d_replication
agree_minus,midof,midof,1,0.875,0,1,Condition 1d_replication
agree_minus,midof,midof,1,0.875,0,1,Condition 1d_replication
reverse_minus,mi,mi,1,0.875,1,1,Condition 1d_replication
reverse_minus,mi,mi,1,0.875,1,1,Condition 1d_replication
reverse_minus,mi,mi,1,0.875,1,1,Condition 1d_replication
agree_minus,midof,midof,1,0.875,0,1,Condition 1d_replication
reverse_plus,vash,vash,1,0.875,NA,0,Condition 1d_replication
agree_minus,mi,midof,1,1,1,1,Condition 1d_replication
reverse_plus,vash,vash,1,1,NA,0,Condition 1d_replication
reverse_minus,mi,mi,1,1,1,1,Condition 1d_replication
agree_minus,mi,midof,1,1,1,1,Condition 1d_replication
agree_plus,vash,vash,1,1,NA,0,Condition 1d_replication
agree_minus,mi,midof,1,1,1,1,Condition 1d_replication
reverse_plus,vash,vash,1,1,NA,0,Condition 1d_replication
reverse_minus,mi,mi,1,1,1,1,Condition 1d_replication
agree_plus,vash,vash,1,1,NA,0,Condition 1d_replication
reverse_minus,mi,mi,1,1,1,1,Condition 1d_replication
agree_minus,mi,midof,1,1,1,1,Condition 1d_replication
reverse_minus,mi,mi,1,1,1,1,Condition 1d_replication
reverse_minus,mi,mi,1,1,1,1,Condition 1d_replication
agree_plus,vash,vash,1,1,NA,0,Condition 1d_replication
reverse_plus,vash,vash,1,1,NA,0,Condition 1d_replication
agree_minus,mi,midof,1,1,1,1,Condition 1d_replication
reverse_minus,mi,mi,1,1,1,1,Condition 1d_replication
agree_minus,mi,midof,1,1,1,1,Condition 1d_replication
reverse_plus,vash,vash,1,1,NA,0,Condition 1d_replication
reverse_minus,mi,mi,1,1,1,1,Condition 1d_replication
agree_minus,mi,midof,1,1,1,1,Condition 1d_replication
reverse_minus,mi,mi,1,1,1,1,Condition 1d_replication
agree_minus,mi,midof,1,1,1,1,Condition 1d_replication
agree_plus,vash,vash,1,1,NA,0,Condition 1d_replication
agree_minus,mi,midof,1,1,1,1,Condition 1d_replication
reverse_minus,mi,mi,1,1,1,1,Condition 1d_replication
reverse_plus,vash,vash,1,1,NA,0,Condition 1d_replication
reverse_minus,midof,mi,1,1,0,1,Condition 1d_replication
reverse_plus,vash,vash,1,1,NA,0,Condition 1d_replication
reverse_minus,mi,mi,1,1,1,1,Condition 1d_replication
agree_plus,vash,vash,1,1,NA,0,Condition 1d_replication
agree_minus,midof,midof,1,1,0,1,Condition 1d_replication
agree_plus,vash,vash,1,1,NA,0,Condition 1d_replication
agree_minus,mi,midof,1,1,1,1,Condition 1d_replication
agree_minus,midof,midof,1,1,0,1,Condition 1d_replication
agree_minus,midof,midof,1,1,0,1,Condition 1d_replication
reverse_minus,mi,mi,1,1,1,1,Condition 1d_replication
reverse_plus,vash,vash,1,1,NA,0,Condition 1d_replication
reverse_minus,mi,mi,1,1,1,1,Condition 1d_replication
agree_minus,midof,midof,1,1,0,1,Condition 1d_replication
agree_plus,vash,vash,1,1,NA,0,Condition 1d_replication
agree_minus,midof,midof,1,1,0,1,Condition 1d_replication
reverse_minus,mi,mi,1,1,1,1,Condition 1d_replication
reverse_minus,mi,mi,1,1,1,1,Condition 1d_replication
reverse_minus,mi,mi,1,1,1,1,Condition 1d_replication
reverse_plus,vash,vash,1,1,NA,0,Condition 1d_replication
agree_minus,midof,midof,1,1,0,1,Condition 1d_replication
agree_plus,vash,vash,1,1,NA,0,Condition 1d_replication
reverse_plus,vash,vash,1,1,NA,0,Condition 1d_replication
reverse_minus,midof,mi,1,1,0,1,Condition 1d_replication
agree_minus,mi,midof,1,1,1,1,Condition 1d_replication
agree_plus,vash,vash,1,1,NA,0,Condition 1d_replication
agree_minus,midof,midof,1,1,0,1,Condition 1d_replication
agree_minus,mi,midof,1,1,1,1,Condition 1d_replication
